aegis/pqcrypto/pqclean/crypto_kem/mceliece6960119f/clean/namespacing,unsafe_pattern:python_eval_exec token:eval,High,Remove/replace eval/exec; use safe parsing or sandboxed templates; validate inputs.,3,Run semgrep to ensure no eval/exec; add unit tests for parsing.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6960119f/clean/root.c,unsafe_pattern:python_eval_exec token:eval,High,Remove/replace eval/exec; use safe parsing or sandboxed templates; validate inputs.,3,Run semgrep to ensure no eval/exec; add unit tests for parsing.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6960119f/clean/root.h,unsafe_pattern:python_eval_exec token:eval,High,Remove/replace eval/exec; use safe parsing or sandboxed templates; validate inputs.,3,Run semgrep to ensure no eval/exec; add unit tests for parsing.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6960119f/clean/synd.c,unsafe_pattern:python_eval_exec token:eval,High,Remove/replace eval/exec; use safe parsing or sandboxed templates; validate inputs.,3,Run semgrep to ensure no eval/exec; add unit tests for parsing.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128/avx2/decrypt.c,unsafe_pattern:python_eval_exec token:eval,High,Remove/replace eval/exec; use safe parsing or sandboxed templates; validate inputs.,3,Run semgrep to ensure no eval/exec; add unit tests for parsing.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128/avx2/pk_gen.c,unsafe_pattern:python_eval_exec token:eval,High,Remove/replace eval/exec; use safe parsing or sandboxed templates; validate inputs.,3,Run semgrep to ensure no eval/exec; add unit tests for parsing.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128/clean/namespacing,unsafe_pattern:python_eval_exec token:eval,High,Remove/replace eval/exec; use safe parsing or sandboxed templates; validate inputs.,3,Run semgrep to ensure no eval/exec; add unit tests for parsing.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128/clean/root.c,unsafe_pattern:python_eval_exec token:eval,High,Remove/replace eval/exec; use safe parsing or sandboxed templates; validate inputs.,3,Run semgrep to ensure no eval/exec; add unit tests for parsing.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128/clean/root.h,unsafe_pattern:python_eval_exec token:eval,High,Remove/replace eval/exec; use safe parsing or sandboxed templates; validate inputs.,3,Run semgrep to ensure no eval/exec; add unit tests for parsing.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128/clean/synd.c,unsafe_pattern:python_eval_exec token:eval,High,Remove/replace eval/exec; use safe parsing or sandboxed templates; validate inputs.,3,Run semgrep to ensure no eval/exec; add unit tests for parsing.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128f/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128f/avx2/decrypt.c,unsafe_pattern:python_eval_exec token:eval,High,Remove/replace eval/exec; use safe parsing or sandboxed templates; validate inputs.,3,Run semgrep to ensure no eval/exec; add unit tests for parsing.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128f/avx2/pk_gen.c,unsafe_pattern:python_eval_exec token:eval,High,Remove/replace eval/exec; use safe parsing or sandboxed templates; validate inputs.,3,Run semgrep to ensure no eval/exec; add unit tests for parsing.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128f/clean/namespacing,unsafe_pattern:python_eval_exec token:eval,High,Remove/replace eval/exec; use safe parsing or sandboxed templates; validate inputs.,3,Run semgrep to ensure no eval/exec; add unit tests for parsing.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128f/clean/root.c,unsafe_pattern:python_eval_exec token:eval,High,Remove/replace eval/exec; use safe parsing or sandboxed templates; validate inputs.,3,Run semgrep to ensure no eval/exec; add unit tests for parsing.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128f/clean/root.h,unsafe_pattern:python_eval_exec token:eval,High,Remove/replace eval/exec; use safe parsing or sandboxed templates; validate inputs.,3,Run semgrep to ensure no eval/exec; add unit tests for parsing.
aegis/pqcrypto/pqclean/crypto_kem/mceliece8192128f/clean/synd.c,unsafe_pattern:python_eval_exec token:eval,High,Remove/replace eval/exec; use safe parsing or sandboxed templates; validate inputs.,3,Run semgrep to ensure no eval/exec; add unit tests for parsing.
aegis/pqcrypto/pqclean/crypto_kem/ml-kem-1024/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_kem/ml-kem-512/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_kem/ml-kem-768/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/falcon-1024/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/falcon-512/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/falcon-padded-1024/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/falcon-padded-512/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/ml-dsa-44/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/ml-dsa-44/aarch64/sign.c,secret_pattern:jwt_secret_like,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/ml-dsa-44/avx2/sign.c,secret_pattern:jwt_secret_like,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/ml-dsa-44/clean/sign.c,secret_pattern:jwt_secret_like,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/ml-dsa-65/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/ml-dsa-65/aarch64/sign.c,secret_pattern:jwt_secret_like,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/ml-dsa-65/avx2/sign.c,secret_pattern:jwt_secret_like,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/ml-dsa-65/clean/sign.c,secret_pattern:jwt_secret_like,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/ml-dsa-87/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/ml-dsa-87/aarch64/sign.c,secret_pattern:jwt_secret_like,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/ml-dsa-87/avx2/sign.c,secret_pattern:jwt_secret_like,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/ml-dsa-87/clean/sign.c,secret_pattern:jwt_secret_like,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/sphincs-sha2-128f-simple/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/sphincs-sha2-128s-simple/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/sphincs-sha2-192f-simple/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/sphincs-sha2-192s-simple/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/sphincs-sha2-256f-simple/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/sphincs-sha2-256s-simple/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/sphincs-shake-128f-simple/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/sphincs-shake-128s-simple/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/sphincs-shake-192f-simple/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/sphincs-shake-192s-simple/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/sphincs-shake-256f-simple/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/pqcrypto/pqclean/crypto_sign/sphincs-shake-256s-simple/META.yml,secret_pattern:hex_key_64,High,"Remove secret, rotate credentials, purge git history, add secret scanning to CI",1,Confirm secret removed and rotated; run git-secrets scan; validate no occurrences in repo history
aegis/.git/hooks/fsmonitor-watchman.sample,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/.git/hooks/pre-receive.sample,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/aegis_crypto_core/pkg/aegis_crypto_core.js,unsafe_pattern:js_eval token:Function(,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.,Accepted,Generated by wasm-bindgen; allowlisted path in Semgrep config
aegis/aegis_crypto_core/tools/wasi-sdk-20.0/share/clang/clang-format.py,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/aegis_crypto_core/tools/wasi-sdk-20.0/share/misc/config.guess,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/aegis_crypto_core/tools/wasi-sdk-20.0/share/misc/config.sub,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/jinja2/__pycache__/nativetypes.cpython-312.pyc,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/jinja2/__pycache__/nodes.cpython-312.pyc,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/jinja2/__pycache__/utils.cpython-312.pyc,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/jinja2/nativetypes.py,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/jinja2/nodes.py,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/jinja2/runtime.py,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/jinja2/utils.py,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/completion.cpython-312.pyc,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_internal/commands/completion.py,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/__pycache__/typing_extensions.cpython-312.pyc,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/pygments/cmdline.py,"unsafe_pattern:sql_concat token:"" + name + '",Medium,Manual review and apply least privilege.,2,Manual verification.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/__init__.py,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/__pycache__/__init__.cpython-312.pyc,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/groff.py,unsafe_pattern:sql_concat token:' + color + ',Medium,Manual review and apply least privilege.,2,Manual verification.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/html.py,unsafe_pattern:sql_concat token:' + CSSFILE_TEMPLATE + ',Medium,Manual review and apply least privilege.,2,Manual verification.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/html.py,"unsafe_pattern:sql_concat token:' + filename_tr +
            '",Medium,Manual review and apply least privilege.,2,Manual verification.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/html.py,"unsafe_pattern:sql_concat token:' +
            ls + '",Medium,Manual review and apply least privilege.,2,Manual verification.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/irc.py,unsafe_pattern:sql_concat token:'+add+',Medium,Manual review and apply least privilege.,2,Manual verification.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/irc.py,unsafe_pattern:sql_concat token:'+text+',Medium,Manual review and apply least privilege.,2,Manual verification.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/irc.py,unsafe_pattern:sql_concat token:'+sub+',Medium,Manual review and apply least privilege.,2,Manual verification.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/pygments/formatters/svg.py,unsafe_pattern:sql_concat token:' + style + ',Medium,Manual review and apply least privilege.,2,Manual verification.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/pygments/lexers/__init__.py,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/pygments/lexers/__pycache__/__init__.cpython-312.pyc,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/pygments/lexers/__pycache__/python.cpython-312.pyc,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/pygments/lexers/python.py,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/pyparsing/__pycache__/core.cpython-312.pyc,unsafe_pattern:sql_concat token:' + integer + ',Medium,Manual review and apply least privilege.,2,Manual verification.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/pyparsing/__pycache__/results.cpython-312.pyc,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/pyparsing/__pycache__/results.cpython-312.pyc,unsafe_pattern:sql_concat token:' + func + ',Medium,Manual review and apply least privilege.,2,Manual verification.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/pyparsing/core.py,unsafe_pattern:sql_concat token:' + integer + ',Medium,Manual review and apply least privilege.,2,Manual verification.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/pyparsing/core.py,"unsafe_pattern:sql_concat token:"" + inner + """,Medium,Manual review and apply least privilege.,2,Manual verification.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/pyparsing/exceptions.py,"unsafe_pattern:sql_concat token:"" + _extract_alphanums + """,Medium,Manual review and apply least privilege.,2,Manual verification.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/pyparsing/results.py,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/pyparsing/results.py,unsafe_pattern:sql_concat token:' + func + ',Medium,Manual review and apply least privilege.,2,Manual verification.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/typing_extensions.py,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/urllib3/util/url.py,"unsafe_pattern:sql_concat token:"" + UNRESERVED_PAT + """,Medium,Manual review and apply least privilege.,2,Manual verification.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/urllib3/util/url.py,"unsafe_pattern:sql_concat token:"" + IPV4_PAT + """,Medium,Manual review and apply least privilege.,2,Manual verification.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/urllib3/util/url.py,"unsafe_pattern:sql_concat token:"" + IPV6_PAT + """,Medium,Manual review and apply least privilege.,2,Manual verification.
aegis/pqcrypto/.venv/lib/python3.12/site-packages/pip/_vendor/urllib3/util/url.py,"unsafe_pattern:sql_concat token:"" + IPV6_ADDRZ_PAT + """,Medium,Manual review and apply least privilege.,2,Manual verification.
aegis/pqcrypto/pqclean/crypto_kem/mceliece348864/avx2/decrypt.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece348864/avx2/pk_gen.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece348864/clean/root.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece348864/clean/root.h,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece348864/clean/synd.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece348864f/avx2/decrypt.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece348864f/avx2/pk_gen.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece348864f/clean/root.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece348864f/clean/root.h,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece348864f/clean/synd.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece460896/avx2/decrypt.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece460896/avx2/pk_gen.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece460896/clean/root.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece460896/clean/root.h,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece460896/clean/synd.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece460896f/avx2/decrypt.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece460896f/avx2/pk_gen.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece460896f/clean/root.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece460896f/clean/root.h,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece460896f/clean/synd.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6688128/avx2/decrypt.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
aegis/pqcrypto/pqclean/crypto_kem/mceliece6688128/avx2/pk_gen.c,unsafe_pattern:js_eval token:eval,Medium,Remove eval/Function usage; use JSON.parse or safe methods; avoid exec with shell.,3,Run semgrep/js linter to ensure no eval; run npm audit.
